"species","decimalLongitude","decimalLatitude","issues","countryCode","occurrenceStatus","coordinateUncertaintyInMeters","institutionCode","gbifID","references","basisOfRecord","year","month","day","eventDate","geodeticDatum","datasetName","catalogNumber"
"Amorpha canescens",-94.380017,46.333217,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469561","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28247","PRESERVED_SPECIMEN",1992,7,27,"1992-07-27","WGS84",NA,"833135"
"Amorpha canescens",-96.707382,39.142197,"ambcol","US","PRESENT",454,"KU","176873849",NA,"PRESERVED_SPECIMEN",1991,6,12,"1991-06-12","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","110516"
"Amorpha canescens",-102.7514,37.0247,"cdc,colmafu,inmafu","US","PRESENT",969,"CM","2859450941","https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12167144","PRESERVED_SPECIMEN",1991,7,13,"1991-07-13","WGS84",NA,"CM363794"
"Amorpha canescens",-102.74321,37.018279,"cdc,cdround,ambinst","US","PRESENT",1000,"COLO","2573535148","https://botanydb.colorado.edu/collections/individual/index.php?occid=62009","PRESERVED_SPECIMEN",1991,7,13,"1991-07-13","WGS84",NA,"00308882"
"Amorpha canescens",-94.442521,46.303775,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470613","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28249","PRESERVED_SPECIMEN",1991,8,21,"1991-08-21","WGS84",NA,"837217"
"Amorpha canescens",-92.993814,44.797303,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468546","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28241","PRESERVED_SPECIMEN",1990,7,21,"1990-07-21","WGS84",NA,"816614"
"Amorpha canescens",-93.29521,38.531831,"ambcol","US","PRESENT",566,"KU","176873878",NA,"PRESERVED_SPECIMEN",1989,6,22,"1989-06-22","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","155072"
"Amorpha canescens",-95.201608,39.047667,"ambcol","US","PRESENT",547,"KU","176874057",NA,"PRESERVED_SPECIMEN",1989,6,7,"1989-06-07","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","105474"
"Amorpha canescens",-95.602696,40.286995,"ambcol","US","PRESENT",573,"KU","176874229",NA,"PRESERVED_SPECIMEN",1989,6,29,"1989-06-29","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","155071"
"Amorpha canescens",-93.099248,43.666499,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265442181","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=1868","PRESERVED_SPECIMEN",1989,7,18,"1989-07-18","WGS84",NA,"461918"
"Amorpha canescens",-93.481581,45.522434,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468475","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28242","PRESERVED_SPECIMEN",1989,8,18,"1989-08-18","WGS84",NA,"816840"
"Amorpha canescens",-95.309039,39.983996,"ambcol","US","PRESENT",584,"KU","176873972",NA,"PRESERVED_SPECIMEN",1988,6,21,"1988-06-21","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","72285"
